year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc2,s_adj_supply_fcc3,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2012,2374,1820,Itasca,0,.48622096,.067999855,.27632138,0,.14189972,99.425484,245.47566,,36.567158,,.57494009,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,62,55,74,44,11,44,51,28,46,,25,,56.830414,57,57,14,29,57,36,7
2013,2374,1820,Itasca,.041757025,.54676443,.067999855,.29557368,.031017816,.18319091,99.439812,153.90729,150.87552,18.235582,1.2161947,.23796068,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,56,56,72,19,8,22,25,19,25,18,38,17,54.058685,54,54,12,34,56,37,7
2014,2374,1820,Itasca,.12743559,.63263333,.10841866,.28917494,.10530844,.23503971,95.24958,169.88788,161.83707,15.124947,1.3217038,.42462268,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,45,46,73,14,6,13,11,22,41,27,55,27,45.709724,46,46,17,37,51,40,10
2015,2374,1820,Itasca,.13481818,.6527878,.084066108,.30344757,.10896717,.26527414,88.289116,134.22829,144.63264,14.793787,1.1659129,.48812786,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,39,47,67,12,4,15,5,10,10,25,55,19,46.484871,46,46,13,41,49,41,10
2016,2374,1820,Itasca,.18773217,.50604129,.090686478,.26690793,.12997298,.14844689,97.756653,141.54359,149.0388,23.173246,1.1177948,.39400941,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,60,48,69,12,21,13,9,20,5,19,55,17,52.744297,53,53,18,29,46,43,11
2017,2374,1820,Itasca,.19932143,.50171256,.093616836,.24988009,.14372166,.15821563,97.86734,198.60582,135.94119,56.147766,1.0369939,.3237083,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,57,49,63,12,21,15,14,29,14,21,72,14,49.805428,50,50,19,32,41,46,13
2018,2374,1820,Itasca,.094551444,.49436855,.03993383,.24057445,.067235105,.21386027,93.150566,182.98753,169.12854,14.212129,1.2314498,.21391775,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,56,64,67,33,5,40,31,10,26,48,53,52,48.662975,49,49,8,43,41,47,12
2012,1053,893,Jackson,0,.76253784,.17294072,.54842329,0,.041173864,107.42622,273.67996,,112.18089,,.86868995,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,18,16,23,44,53,44,19,44,55,,72,,71.920792,72,72,23,5,57,36,7
2013,1053,893,Jackson,0,.79353064,.17294072,.58764952,0,.03294044,113.53709,157.89581,297.33813,24.012346,2.5089567,.21966697,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,18,16,23,70.5,56,70.5,30,53,33,80,58,80,74.055046,74,74,22,4,56,37,7
2014,1053,893,Jackson,0,.88672173,.17294072,.58063626,0,.13314477,100.51467,135.59149,238.27574,15.65177,2.0989506,.31734431,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,13,21,23,76.5,23,76.5,22,33,11,66,59,75,65.481224,65,65,20,15,51,40,10
2015,1053,893,Jackson,0,.75057089,.17318882,.44415373,0,.13322835,95.891304,127.56719,161.30974,15.487998,1.4447695,.26397094,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,23,20,35,79.5,24,79.5,30,24,6,40,58,55,59.175453,59,59,23,18,49,41,10
2016,1053,893,Jackson,.0085675195,.77340943,.15702213,.44885287,.0087786252,.1675344,110.837,241.2589,141.98688,25.791914,1.0517395,.22714829,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,13,26,30,69,13,71,35,40,59,11,60,6,58.03561,58,58,20,22,46,43,11
2017,1053,893,Jackson,.081623562,.72523898,.15702213,.38929489,.056477305,.17892192,94.039711,202.79576,99.953178,45.256329,.79028493,.3381919,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,12,28,33,47,13,53,10,23,16,2,65,1,53.678154,54,54,22,25,41,46,13
2018,1053,893,Jackson,.096038707,.6427936,.15073825,.34936047,.056477305,.14269486,103.35313,142.17351,125.13287,13.057258,1.0133307,.30849156,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,25,32,43,43,22,39,14,27,2,10,45,16,54.350334,54,54,23,22,41,47,12
2012,885,572,Kanabec,0,.93055636,.039267562,.38807783,0,.50321102,95.448212,191.74257,,64.094482,,1.2116892,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,4,63,48,44,2,44,2,19,16,,49,,41.703846,42,42,4,54,57,36,7
2013,885,572,Kanabec,8.4903657e-09,.92728943,.039267562,.38481084,3.5686420e-09,.50321102,92.157593,168.94043,193.28909,24.507626,1.5934668,.44552091,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,6,64,53,47,3,48,7,8,49,36,59,44,41.498459,41,41,4,54,56,37,7
2014,885,572,Kanabec,5.8638528e-07,.96367455,.039267562,.3706468,2.3157703e-07,.55376023,85.277115,167.90627,160.83562,15.71615,1.3268961,.46779528,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,7,68,54,57,2,59,7,5,38,25,60,28,38.461823,38,38,4,57,51,40,10
2015,885,572,Kanabec,5.9711198e-07,.97457737,.039561007,.38125914,2.3156140e-07,.55375719,87.839333,168.35577,157.67392,15.810138,1.2671943,.50618893,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,3,67,50,64,2,66,4,7,38,37,62,33,39.120461,39,39,4,57,49,41,10
2016,885,572,Kanabec,.075385377,1.0975701,.11788618,.42592639,.062146567,.55375749,102.39027,182.47989,151.17113,28.875639,1.0732898,.69412792,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,2,38,34,35,2,42,2,24,22,21,64,9,38.806305,39,39,11,50,46,43,11
2017,885,572,Kanabec,.12472136,.97063285,.058922216,.35813829,.077937976,.5535723,87.04467,198.98268,128.50011,27.720098,1.0520046,.67760062,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,2,60,39,37,2,38,2,10,15,15,47,15,36.897404,37,37,6,57,41,46,13
2018,885,572,Kanabec,.19445117,.43554154,.05416042,.33101979,.066627346,.05036132,119.96291,153.3654,142.77455,17.749088,1.0869505,.21306387,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,71,58,45,35,71,14,32,51,5,23,66,30,76.001892,76,76,12,12,41,47,12
2012,2996,2195,Kandiyohi,0,.45482716,.072292253,.35588139,0,.026653526,109.80962,197.67789,,18.046488,,.43134922,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,71,53,57,44,62,44,68,53,20,,9,,78.245415,78,78,16,6,57,36,7
2013,2996,2195,Kandiyohi,.038233586,.46083692,.072292253,.35554004,.02438733,.03300463,111.63483,168.03717,154.04114,12.847972,1.3274392,.094504297,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,72,54,61,26,55,23,58,47,46,19,6,24,77.150948,77,77,16,7,56,37,7
2014,2996,2195,Kandiyohi,.12947986,.49853799,.085942641,.36528742,.072201625,.047307931,111.10857,175.29356,166.06143,9.21807,1.4652804,.23122747,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,78,53,58,20,67,12,36,54,45,34,10,47,73.271729,73,73,17,9,51,40,10
2015,2996,2195,Kandiyohi,.14363305,.49041718,.088162214,.34794793,.080153935,.054307021,109.66598,172.84236,159.01192,9.116065,1.3945279,.23952977,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,73,46,56,19,62,12,33,53,40,39,13,48,70.949379,71,71,18,11,49,41,10
2016,2996,2195,Kandiyohi,.1587324,.48504016,.097033352,.31619629,.090332463,.071810521,116.73906,188.21193,158.26268,9.0256424,1.1991587,.21550111,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,66,46,58,18,53,17,36,47,30,27,12,28,65.189713,65,65,20,15,46,43,11
2017,2996,2195,Kandiyohi,.198037,.47236422,.11586688,.28788552,.11116976,.068611808,112.17003,210.35606,165.81755,12.166066,1.3565719,.21932037,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,63,41,57,19,63,16,30,48,22,35,23,55,60.945667,61,61,25,15,41,46,13
2018,2996,2195,Kandiyohi,.14339195,.46032345,.10477688,.27050722,.070365839,.08503934,113.24895,197.7827,155.69885,10.645724,1.1921293,.1768841,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,65,42,59,30,45,28,40,46,38,34,27,47,58.764599,59,59,23,18,41,47,12
2012,422,306,Kittson,0,.55500221,0,.46240947,0,.092592776,96.322304,989.62506,,171.73505,,.69778329,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,48,83.5,35,44,27,44,34,21,85,,78,,83.316681,83,83,0,17,57,36,7
2013,422,306,Kittson,0,.59378874,0,.50119597,0,.092592776,93.209061,227.1264,316.77383,28.402573,2.9817958,.21312548,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,49,83.5,34,70.5,26,70.5,32,11,76,81,66,81,84.406448,84,84,0,16,56,37,7
2014,422,306,Kittson,0,.57771683,0,.45295119,0,.12476565,88.026901,233.66025,294.14801,16.299438,2.6405346,.15730309,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,55,83.5,38,76.5,27,76.5,47,10,76,85,63,85,78.403671,78,78,0,22,51,40,10
